suicides100kpop,age,sex,HDI for year,gdp_per_capita ($)
1.66,55,1,0.801,10570
0,75,1,0.801,10570
20.78,25,0,0.775,10572
18.52,35,0,0.775,10572
17.66,15,0,0.775,10572
13.67,75,0,0.775,10572
12.54,55,0,0.775,10572
8.48,15,1,0.775,10572
2.28,5,1,0.775,10572
1.7,35,1,0.775,10572
1.11,25,1,0.775,10572
0.93,55,1,0.775,10572
0,75,1,0.775,10572
0,5,0,0.775,10572
29.85,75,0,0.766,10575
10.34,15,0,0.766,10575
8.58,25,1,0.766,10575
8.16,25,0,0.766,10575
7.09,35,0,0.766,10575
3.66,15,1,0.766,10575
3,55,1,0.766,10575
0,35,1,0.766,10575
0,5,1,0.766,10575
0,75,1,0.766,10575
0,5,0,0.766,10575
0,55,0,0.766,10575
85.1,75,0,0.782,10722
56.55,55,0,0.782,10722
35.28,35,0,0.782,10722
23.61,75,1,0.782,10722
18.95,25,0,0.782,10722
14.22,55,1,0.782,10722
13.09,15,0,0.782,10722
10.5,35,1,0.782,10722
8.35,25,1,0.782,10722
3.14,15,1,0.782,10722
0.78,5,0,0.782,10722
0,5,1,0.782,10722
120.49,75,0,0.741,10765
52.84,55,0,0.741,10765
40.47,35,0,0.741,10765
35.19,25,0,0.741,10765
27.52,75,1,0.741,10765
23.17,55,1,0.741,10765
17.01,15,0,0.741,10765
16.01,35,1,0.741,10765
10.61,25,1,0.741,10765
4.67,15,1,0.741,10765
0.76,5,0,0.741,10765
0.16,5,1,0.741,10765
120.97,75,0,0.824,10783
73.53,55,0,0.824,10783
60.46,35,0,0.824,10783
36.65,25,0,0.824,10783
29.6,55,1,0.824,10783
26.52,75,1,0.824,10783
22.33,15,0,0.824,10783
16.28,35,1,0.824,10783
9.22,15,1,0.824,10783
7.69,25,1,0.824,10783
0.87,5,0,0.824,10783
0,5,1,0.824,10783
120.1,75,0,0.801,10806
67.87,35,0,0.801,10806
60.54,55,0,0.801,10806
32.41,75,1,0.801,10806
28.79,25,0,0.801,10806
16.87,35,1,0.801,10806
16.43,55,1,0.801,10806
16.25,15,0,0.801,10806
5.76,25,1,0.801,10806
3.2,15,1,0.801,10806
0.88,5,0,0.801,10806
0.37,5,1,0.801,10806
18.24,75,0,0.769,10816
9.52,55,0,0.769,10816
6.34,35,0,0.769,10816
5.28,25,0,0.769,10816
4.2,75,1,0.769,10816
3.91,15,0,0.769,10816
2.34,55,1,0.769,10816
2.16,35,1,0.769,10816
1.37,25,1,0.769,10816
0.66,15,1,0.769,10816
0.55,5,0,0.769,10816
0,5,1,0.769,10816
15.7,35,0,0.761,10832
14.18,25,0,0.761,10832
13.83,15,0,0.761,10832
13.45,55,0,0.761,10832
12.57,75,0,0.761,10832
2.62,35,1,0.761,10832
2.48,15,1,0.761,10832
1.92,55,1,0.761,10832
1.85,25,1,0.761,10832
1.33,5,0,0.761,10832
0.83,5,1,0.761,10832
0,75,1,0.761,10832
0,15,1,0.791,10838
0,25,1,0.791,10838
0,35,1,0.791,10838
0,55,1,0.791,10838
0,75,1,0.791,10838
0,15,0,0.791,10838
0,25,0,0.791,10838
0,35,0,0.791,10838
0,55,0,0.791,10838
0,75,0,0.791,10838
53.5,35,0,0.824,10870
52.55,75,0,0.824,10870
42.86,55,0,0.824,10870
32.77,25,0,0.824,10870
26.07,15,0,0.824,10870
22.26,75,1,0.824,10870
10.58,55,1,0.824,10870
6.13,35,1,0.824,10870
5.13,15,1,0.824,10870
3.19,25,1,0.824,10870
1.39,5,0,0.824,10870
0,5,1,0.824,10870
13.36,75,0,0.769,10957
9.27,55,0,0.769,10957
7.33,35,0,0.769,10957
6.46,25,0,0.769,10957
4.67,75,1,0.769,10957
3.56,15,0,0.769,10957
3.22,55,1,0.769,10957
2.16,35,1,0.769,10957
1.85,25,1,0.769,10957
0.79,15,1,0.769,10957
0.28,5,0,0.769,10957
0.15,5,1,0.769,10957
12.61,75,0,0.748,10965
11.56,15,0,0.748,10965
10.46,25,0,0.748,10965
9.78,35,0,0.748,10965
9.58,55,0,0.748,10965
4.01,15,1,0.748,10965
2.31,25,1,0.748,10965
1.55,35,1,0.748,10965
1.21,55,1,0.748,10965
1.17,5,0,0.748,10965
0.93,5,1,0.748,10965
0.35,75,1,0.748,10965
144.71,75,0,0.837,10979
76.77,55,0,0.837,10979
56.76,35,0,0.837,10979
43.33,25,0,0.837,10979
30.43,75,1,0.837,10979
24.5,15,0,0.837,10979
20.29,55,1,0.837,10979
13.43,35,1,0.837,10979
7.21,15,1,0.837,10979
4.19,25,1,0.837,10979
1.78,5,0,0.837,10979
0,5,1,0.837,10979
13.25,75,0,0.754,10982
10.95,15,0,0.754,10982
10.24,25,0,0.754,10982
9.04,35,0,0.754,10982
8.81,55,0,0.754,10982
3.67,15,1,0.754,10982
2.18,25,1,0.754,10982
1.75,35,1,0.754,10982
1.37,55,1,0.754,10982
1.03,5,0,0.754,10982
0.69,5,1,0.754,10982
0.45,75,1,0.754,10982
115.67,75,0,0.782,11014
81.08,55,0,0.782,11014
66.09,35,0,0.782,11014
47.29,25,0,0.782,11014
26.4,15,0,0.782,11014
25.64,75,1,0.782,11014
18.95,35,1,0.782,11014
16.12,55,1,0.782,11014
6.15,25,1,0.782,11014
3.47,15,1,0.782,11014
2.4,5,0,0.782,11014
0.84,5,1,0.782,11014
41.71,25,0,0.752,11066
38.28,75,0,0.752,11066
30.65,55,0,0.752,11066
27.64,35,0,0.752,11066
19.45,15,0,0.752,11066
9.27,75,1,0.752,11066
8.4,55,1,0.752,11066
6.12,25,1,0.752,11066
3.45,35,1,0.752,11066
2.29,15,1,0.752,11066
1.02,5,1,0.752,11066
0,5,0,0.752,11066
46.13,75,0,0.773,11073
24.28,55,0,0.773,11073
18.15,75,1,0.773,11073
18.01,35,0,0.773,11073
15.74,25,0,0.773,11073
11,15,0,0.773,11073
9.51,55,1,0.773,11073
8.13,25,1,0.773,11073
6.97,35,1,0.773,11073
5.93,15,1,0.773,11073
0.86,5,1,0.773,11073
0.69,5,0,0.773,11073
75.72,75,0,0.815,11074
45.58,55,0,0.815,11074
30.88,35,0,0.815,11074
29.88,75,1,0.815,11074
19.54,25,0,0.815,11074
14.14,55,1,0.815,11074
12.18,15,0,0.815,11074
10.51,35,1,0.815,11074
9.33,25,1,0.815,11074
7.93,15,1,0.815,11074
0.95,5,1,0.815,11074
0.88,5,0,0.815,11074
14.34,55,0,0.776,11103
10.43,35,0,0.776,11103
4.1,25,0,0.776,11103
1.76,35,1,0.776,11103
0,15,1,0.776,11103
0,25,1,0.776,11103
0,5,1,0.776,11103
0,55,1,0.776,11103
0,75,1,0.776,11103
0,15,0,0.776,11103
0,5,0,0.776,11103
0,75,0,0.776,11103
26.67,25,0,0.777,11120
24.91,15,0,0.777,11120
22.88,35,0,0.777,11120
7.97,75,1,0.777,11120
7.92,25,1,0.777,11120
6.67,75,0,0.777,11120
6.01,55,0,0.777,11120
3.97,35,1,0.777,11120
3.49,5,1,0.777,11120
3.18,15,1,0.777,11120
1.78,55,1,0.777,11120
0,5,0,0.777,11120
36.78,35,0,0.794,11177
30.65,55,0,0.794,11177
29.94,75,0,0.794,11177
18.29,25,0,0.794,11177
12.07,15,0,0.794,11177
6.93,55,1,0.794,11177
6.67,35,1,0.794,11177
5.79,75,1,0.794,11177
1.86,25,1,0.794,11177
1.63,15,1,0.794,11177
0.29,5,0,0.794,11177
0,5,1,0.794,11177
31.35,75,0,0.811,11273
19.77,15,0,0.811,11273
14.98,25,0,0.811,11273
14.49,55,0,0.811,11273
12.33,35,0,0.811,11273
4.47,15,1,0.811,11273
3.37,35,1,0.811,11273
3.15,25,1,0.811,11273
3.08,55,1,0.811,11273
2.75,75,1,0.811,11273
0.92,5,0,0.811,11273
0.58,5,1,0.811,11273
104.65,75,0,0.782,11291
76.23,55,0,0.782,11291
60.46,35,0,0.782,11291
36.46,25,0,0.782,11291
33.71,15,0,0.782,11291
27.3,75,1,0.782,11291
21.79,55,1,0.782,11291
15.31,35,1,0.782,11291
10.72,25,1,0.782,11291
4.16,15,1,0.782,11291
2.28,5,0,0.782,11291
0.8,5,1,0.782,11291
74.43,75,0,0.796,11307
57.1,25,0,0.796,11307
52.08,35,0,0.796,11307
46.34,55,0,0.796,11307
37.3,15,0,0.796,11307
18.23,75,1,0.796,11307
8,55,1,0.796,11307
7.78,25,1,0.796,11307
7.67,35,1,0.796,11307
7.45,15,1,0.796,11307
1.87,5,0,0.796,11307
0.96,5,1,0.796,11307
0,15,1,0.785,11325
0,25,1,0.785,11325
0,35,1,0.785,11325
0,5,1,0.785,11325
0,55,1,0.785,11325
0,75,1,0.785,11325
0,15,0,0.785,11325
0,25,0,0.785,11325
0,35,0,0.785,11325
0,5,0,0.785,11325
0,55,0,0.785,11325
0,75,0,0.785,11325
114.94,75,0,0.771,11346
92.83,55,0,0.771,11346
61.27,35,0,0.771,11346
44.77,25,0,0.771,11346
26.76,75,1,0.771,11346
23.57,55,1,0.771,11346
21.58,15,0,0.771,11346
19.37,35,1,0.771,11346
6.69,25,1,0.771,11346
6.21,15,1,0.771,11346
1.6,5,1,0.771,11346
1.52,5,0,0.771,11346
28.56,55,0,0.736,11361
16.25,35,0,0.736,11361
14.33,5,1,0.736,11361
12.36,15,0,0.736,11361
0,15,1,0.736,11361
0,25,1,0.736,11361
0,35,1,0.736,11361
0,55,1,0.736,11361
0,75,1,0.736,11361
0,25,0,0.736,11361
0,5,0,0.736,11361
0,75,0,0.736,11361
18.97,25,0,0.764,11443
18,75,0,0.764,11443
15.79,55,0,0.764,11443
13.49,35,0,0.764,11443
11.47,15,0,0.764,11443
2.85,25,1,0.764,11443
2.1,35,1,0.764,11443
1.99,15,1,0.764,11443
1.61,5,0,0.764,11443
1.53,55,1,0.764,11443
1.18,75,1,0.764,11443
0.28,5,1,0.764,11443
61.73,75,0,0.727,11445
23.97,55,0,0.727,11445
13.02,25,0,0.727,11445
12.2,35,0,0.727,11445
11.62,75,1,0.727,11445
7.86,55,1,0.727,11445
5.71,15,0,0.727,11445
4.85,35,1,0.727,11445
4.5,25,1,0.727,11445
2.12,15,1,0.727,11445
0.72,5,0,0.727,11445
0,5,1,0.727,11445
12.12,75,0,0.755,11478
11.51,25,0,0.755,11478
10.59,15,0,0.755,11478
10.21,35,0,0.755,11478
9.42,55,0,0.755,11478
3.5,15,1,0.755,11478
2.14,25,1,0.755,11478
1.73,35,1,0.755,11478
1.45,55,1,0.755,11478
0.88,75,1,0.755,11478
0.86,5,0,0.755,11478
0.58,5,1,0.755,11478
14.2,55,0,0.766,11485
12.32,35,0,0.766,11485
12.19,25,0,0.766,11485
10.33,15,0,0.766,11485
8.61,75,0,0.766,11485
3.06,25,1,0.766,11485
3,15,1,0.766,11485
2.26,75,1,0.766,11485
1.75,35,1,0.766,11485
1.47,55,1,0.766,11485
0.85,5,1,0.766,11485
0.81,5,0,0.766,11485
7.49,75,0,0.738,11525
4.26,35,0,0.738,11525
4.24,55,0,0.738,11525
3.9,25,0,0.738,11525
3.71,15,0,0.738,11525
2.28,75,1,0.738,11525
1.55,15,1,0.738,11525
1.26,55,1,0.738,11525
1.2,35,1,0.738,11525
0.99,25,1,0.738,11525
0.41,5,0,0.738,11525
0.4,5,1,0.738,11525
28.43,35,0,0.743,11563
23.56,25,0,0.743,11563
0,15,1,0.743,11563
0,25,1,0.743,11563
0,35,1,0.743,11563
0,5,1,0.743,11563
0,55,1,0.743,11563
0,75,1,0.743,11563
0,15,0,0.743,11563
0,5,0,0.743,11563
0,55,0,0.743,11563
0,75,0,0.743,11563
24.49,25,0,0.78,11607
19.1,35,0,0.78,11607
14.08,75,0,0.78,11607
10.38,55,0,0.78,11607
9.17,75,1,0.78,11607
5.83,55,1,0.78,11607
3.58,15,1,0.78,11607
3.37,15,0,0.78,11607
1.76,35,1,0.78,11607
0,25,1,0.78,11607
0,5,1,0.78,11607
0,5,0,0.78,11607
6.76,25,0,0.8,11635
1.6,35,0,0.8,11635
0,15,1,0.8,11635
0,25,1,0.8,11635
0,35,1,0.8,11635
0,5,1,0.8,11635
0,55,1,0.8,11635
0,75,1,0.8,11635
0,15,0,0.8,11635
0,5,0,0.8,11635
0,55,0,0.8,11635
0,75,0,0.8,11635
14.04,75,0,0.774,11638
8.48,55,0,0.774,11638
5.66,25,0,0.774,11638
5.65,35,0,0.774,11638
4.01,15,0,0.774,11638
2.99,75,1,0.774,11638
2.84,55,1,0.774,11638
1.32,35,1,0.774,11638
1.17,25,1,0.774,11638
0.39,15,1,0.774,11638
0.29,5,0,0.774,11638
0,5,1,0.774,11638
12.86,75,0,0.756,11663
11.5,15,0,0.756,11663
11.27,25,0,0.756,11663
10.54,35,0,0.756,11663
9.83,55,0,0.756,11663
3.69,15,1,0.756,11663
2.72,25,1,0.756,11663
2.14,35,1,0.756,11663
1.35,55,1,0.756,11663
1.09,5,0,0.756,11663
0.96,5,1,0.756,11663
0.43,75,1,0.756,11663
21.65,55,0,0.796,11691
15.48,35,0,0.796,11691
13.19,15,0,0.796,11691
11.34,25,0,0.796,11691
8.33,75,1,0.796,11691
5.2,35,1,0.796,11691
3.95,25,1,0.796,11691
3.5,15,1,0.796,11691
2.65,55,1,0.796,11691
0,5,1,0.796,11691
0,5,0,0.796,11691
0,75,0,0.796,11691
9.66,25,0,0.789,11703
3.78,35,0,0.789,11703
3.45,15,0,0.789,11703
2.01,15,1,0.789,11703
1.91,25,1,0.789,11703
1.65,35,1,0.789,11703
0,5,1,0.789,11703
0,55,1,0.789,11703
0,75,1,0.789,11703
0,5,0,0.789,11703
0,55,0,0.789,11703
0,75,0,0.789,11703
120.75,75,0,0.802,11764
66.54,35,0,0.802,11764
60.11,55,0,0.802,11764
26.34,25,0,0.802,11764
26.28,75,1,0.802,11764
16.72,55,1,0.802,11764
14.95,35,1,0.802,11764
11.95,15,0,0.802,11764
4.83,25,1,0.802,11764
2.64,15,1,0.802,11764
0.9,5,0,0.802,11764
0,5,1,0.802,11764
104.32,75,0,0.794,11767
78.7,55,0,0.794,11767
68.7,35,0,0.794,11767
39.31,15,0,0.794,11767
33.82,25,0,0.794,11767
29.1,75,1,0.794,11767
19.31,55,1,0.794,11767
14.65,35,1,0.794,11767
12.43,25,1,0.794,11767
9.09,15,1,0.794,11767
3.3,5,0,0.794,11767
0.87,5,1,0.794,11767
46.04,75,0,0.805,11784
45.15,35,0,0.805,11784
40.4,25,0,0.805,11784
38.16,55,0,0.805,11784
23.53,15,0,0.805,11784
12.22,75,1,0.805,11784
9.88,15,1,0.805,11784
7.56,35,1,0.805,11784
7.09,25,1,0.805,11784
4.97,55,1,0.805,11784
2.07,5,0,0.805,11784
0.95,5,1,0.805,11784
16.48,75,0,0.769,11818
8.89,55,0,0.769,11818
6.37,35,0,0.769,11818
5.27,25,0,0.769,11818
3.32,75,1,0.769,11818
2.61,15,0,0.769,11818
2.48,55,1,0.769,11818
1.36,35,1,0.769,11818
1.35,25,1,0.769,11818
0.52,15,1,0.769,11818
0.28,5,0,0.769,11818
0,5,1,0.769,11818
26.7,75,0,0.766,11873
17.28,35,0,0.766,11873
8.28,25,1,0.766,11873
7.9,25,0,0.766,11873
6.55,55,0,0.766,11873
5.24,35,1,0.766,11873
3.32,15,0,0.766,11873
2.78,55,1,0.766,11873
0,15,1,0.766,11873
0,5,1,0.766,11873
0,75,1,0.766,11873
0,5,0,0.766,11873
12.05,75,0,0.772,11908
11.78,55,0,0.772,11908
9.4,25,0,0.772,11908
8.86,15,0,0.772,11908
6.25,35,0,0.772,11908
2.83,15,1,0.772,11908
1.72,25,1,0.772,11908
1.7,75,1,0.772,11908
0.65,35,1,0.772,11908
0.28,5,0,0.772,11908
0,5,1,0.772,11908
0,55,1,0.772,11908
81.48,75,0,0.811,11914
40.41,55,0,0.811,11914
32.36,35,0,0.811,11914
24.26,75,1,0.811,11914
18.7,25,0,0.811,11914
16.85,55,1,0.811,11914
16.67,15,0,0.811,11914
10.4,35,1,0.811,11914
3.9,15,1,0.811,11914
1.98,25,1,0.811,11914
0.79,5,0,0.811,11914
0.42,5,1,0.811,11914
91.34,75,0,0.833,11922
47.6,55,0,0.833,11922
39.91,75,1,0.833,11922
27.64,35,0,0.833,11922
18.41,25,0,0.833,11922
15.19,55,1,0.833,11922
9.25,35,1,0.833,11922
9.1,15,0,0.833,11922
7.9,25,1,0.833,11922
6.18,15,1,0.833,11922
0.66,5,1,0.833,11922
0.36,5,0,0.833,11922
57.25,75,0,0.811,11951
56.13,55,0,0.811,11951
53.92,35,0,0.811,11951
40.6,25,0,0.811,11951
23.06,15,0,0.811,11951
10.31,55,1,0.811,11951
8.31,75,1,0.811,11951
5.52,35,1,0.811,11951
2.83,15,1,0.811,11951
1.41,25,1,0.811,11951
0,5,1,0.811,11951
0,5,0,0.811,11951
6.18,75,0,0.817,11961
4.39,55,0,0.817,11961
3.74,25,0,0.817,11961
3.68,35,0,0.817,11961
3.15,15,0,0.817,11961
2.09,15,1,0.817,11961
1.69,75,1,0.817,11961
1.14,25,1,0.817,11961
1.06,35,1,0.817,11961
0.77,55,1,0.817,11961
0.3,5,1,0.817,11961
0.28,5,0,0.817,11961
0,15,1,0.78,11985
0,25,1,0.78,11985
0,35,1,0.78,11985
0,5,1,0.78,11985
0,55,1,0.78,11985
0,75,1,0.78,11985
0,15,0,0.78,11985
0,25,0,0.78,11985
0,35,0,0.78,11985
0,5,0,0.78,11985
0,55,0,0.78,11985
0,75,0,0.78,11985
89.86,75,0,0.814,12021
60.36,35,0,0.814,12021
59.94,55,0,0.814,12021
25.12,75,1,0.814,12021
23.9,25,0,0.814,12021
15.97,35,1,0.814,12021
15.27,55,1,0.814,12021
12.73,15,0,0.814,12021
6.59,25,1,0.814,12021
2.36,15,1,0.814,12021
0.37,5,0,0.814,12021
0.19,5,1,0.814,12021
107.64,75,0,0.812,12041
76.62,55,0,0.812,12041
62.73,35,0,0.812,12041
44.2,25,0,0.812,12041
24.75,55,1,0.812,12041
23.46,15,0,0.812,12041
18.95,75,1,0.812,12041
16.94,35,1,0.812,12041
7.63,25,1,0.812,12041
7.04,15,1,0.812,12041
3.4,5,0,0.812,12041
0,5,1,0.812,12041
44.78,35,0,0.835,12141
44.23,55,0,0.835,12141
34.24,75,0,0.835,12141
24.7,25,0,0.835,12141
21.32,15,0,0.835,12141
8.13,55,1,0.835,12141
6.46,35,1,0.835,12141
5.91,75,1,0.835,12141
2.74,15,1,0.835,12141
2.65,25,1,0.835,12141
1.25,5,0,0.835,12141
0.69,5,1,0.835,12141
40.33,75,0,0.782,12152
15.02,55,0,0.782,12152
7.46,35,0,0.782,12152
7.22,75,1,0.782,12152
5.15,25,0,0.782,12152
3.7,15,0,0.782,12152
3.35,55,1,0.782,12152
1.54,35,1,0.782,12152
1.16,25,1,0.782,12152
0.95,15,1,0.782,12152
0,5,1,0.782,12152
0,5,0,0.782,12152
19.02,75,0,0.737,12161
11.43,55,0,0.737,12161
10.76,25,0,0.737,12161
10.55,35,0,0.737,12161
7.27,15,0,0.737,12161
3.21,35,1,0.737,12161
2.69,55,1,0.737,12161
2.69,75,1,0.737,12161
2.37,25,1,0.737,12161
2.13,15,1,0.737,12161
0.32,5,0,0.737,12161
0.29,5,1,0.737,12161
58.05,75,0,0.836,12226
37.76,35,0,0.836,12226
32.57,55,0,0.836,12226
22.37,25,0,0.836,12226
15.55,15,0,0.836,12226
15.05,75,1,0.836,12226
8.26,55,1,0.836,12226
6.98,35,1,0.836,12226
2.89,25,1,0.836,12226
2.07,15,1,0.836,12226
0.9,5,0,0.836,12226
0.57,5,1,0.836,12226
45.25,75,0,0.793,12229
34.97,35,0,0.793,12229
32.55,55,0,0.793,12229
19.41,25,0,0.793,12229
12.95,15,0,0.793,12229
6.22,75,1,0.793,12229
5.91,35,1,0.793,12229
4.08,55,1,0.793,12229
2.05,25,1,0.793,12229
1.66,15,1,0.793,12229
0.32,5,1,0.793,12229
0,5,0,0.793,12229
44.57,75,0,0.778,12237
18.09,55,0,0.778,12237
8.79,25,0,0.778,12237
8.58,35,0,0.778,12237
6.68,75,1,0.778,12237
5.23,75,0,0.751,12237
5.04,55,1,0.778,12237
4.29,15,0,0.778,12237
3.7,55,0,0.751,12237
2.93,35,1,0.778,12237
2.81,35,0,0.751,12237
2.79,25,0,0.751,12237
2.76,15,0,0.751,12237
1.71,25,1,0.778,12237
1.35,15,1,0.751,12237
1.18,75,1,0.751,12237
1.16,15,1,0.778,12237
0.96,25,1,0.751,12237
0.88,35,1,0.751,12237
0.73,55,1,0.751,12237
0.37,5,1,0.751,12237
0.31,5,0,0.751,12237
0.17,5,1,0.778,12237
0.17,5,0,0.778,12237
5.99,55,0,0.756,12348
2.66,35,0,0.756,12348
0,15,1,0.756,12348
0,25,1,0.756,12348
0,35,1,0.756,12348
0,5,1,0.756,12348
0,55,1,0.756,12348
0,75,1,0.756,12348
0,15,0,0.756,12348
0,25,0,0.756,12348
0,5,0,0.756,12348
0,75,0,0.756,12348
78.85,75,0,0.843,12351
43.43,55,0,0.843,12351
26.94,35,0,0.843,12351
23.01,75,1,0.843,12351
14.63,25,0,0.843,12351
13.73,15,0,0.843,12351
13.66,55,1,0.843,12351
8.85,35,1,0.843,12351
2.58,25,1,0.843,12351
2.54,15,1,0.843,12351
0.99,5,1,0.843,12351
0.47,5,0,0.843,12351
106.71,75,0,0.848,12362
76.29,55,0,0.848,12362
60.74,35,0,0.848,12362
30.63,25,0,0.848,12362
23.97,75,1,0.848,12362
17.28,15,0,0.848,12362
15.95,55,1,0.848,12362
13.98,35,1,0.848,12362
5.6,25,1,0.848,12362
2.19,15,1,0.848,12362
0.96,5,1,0.848,12362
0,5,0,0.848,12362
1.57,55,0,0.794,12389
0,15,1,0.794,12389
0,25,1,0.794,12389
0,35,1,0.794,12389
0,5,1,0.794,12389
0,55,1,0.794,12389
0,75,1,0.794,12389
0,15,0,0.794,12389
0,25,0,0.794,12389
0,35,0,0.794,12389
0,5,0,0.794,12389
0,75,0,0.794,12389
48.8,75,0,0.797,12391
18.6,55,0,0.797,12391
11.17,25,0,0.797,12391
10.52,35,0,0.797,12391
9,75,1,0.797,12391
5.67,55,1,0.797,12391
5.54,15,0,0.797,12391
3.31,35,1,0.797,12391
1.65,25,1,0.797,12391
1.12,15,1,0.797,12391
0.18,5,1,0.797,12391
0.17,5,0,0.797,12391
74.82,75,0,0.791,12401
54.26,75,1,0.791,12401
41.83,55,0,0.791,12401
39.04,35,0,0.791,12401
23.41,25,0,0.791,12401
23.07,55,1,0.791,12401
14.38,35,1,0.791,12401
13.05,15,0,0.791,12401
9.82,25,1,0.791,12401
5.87,15,1,0.791,12401
0.63,5,0,0.791,12401
0.29,5,1,0.791,12401
19.07,25,0,0.753,12430
8.11,35,0,0.753,12430
4.99,15,0,0.753,12430
4.96,35,1,0.753,12430
0,15,1,0.753,12430
0,25,1,0.753,12430
0,5,1,0.753,12430
0,55,1,0.753,12430
0,75,1,0.753,12430
0,5,0,0.753,12430
0,55,0,0.753,12430
0,75,0,0.753,12430
204.92,75,0,0.753,12442
31.59,35,0,0.753,12442
26.87,55,0,0.753,12442
12.37,15,0,0.753,12442
0,15,1,0.753,12442
0,25,1,0.753,12442
0,35,1,0.753,12442
0,5,1,0.753,12442
0,55,1,0.753,12442
0,75,1,0.753,12442
0,25,0,0.753,12442
0,5,0,0.753,12442
48.36,75,0,0.759,12469
22.23,55,0,0.759,12469
12.31,75,1,0.759,12469
11.59,35,0,0.759,12469
10.76,25,0,0.759,12469
6.8,55,1,0.759,12469
5.92,15,0,0.759,12469
4.62,35,1,0.759,12469
3.04,15,1,0.759,12469
2.81,25,1,0.759,12469
0.32,5,0,0.759,12469
0.17,5,1,0.759,12469
10.6,75,0,0.799,12509
7.33,55,0,0.799,12509
6.63,35,0,0.799,12509
6.55,25,0,0.799,12509
3.77,15,0,0.799,12509
3.11,75,1,0.799,12509
1.84,55,1,0.799,12509
1.69,35,1,0.799,12509
1.68,25,1,0.799,12509
1.33,15,1,0.799,12509
0.33,5,0,0.799,12509
0,5,1,0.799,12509
0,15,1,0.76,12511
0,25,1,0.76,12511
0,35,1,0.76,12511
0,5,1,0.76,12511
0,55,1,0.76,12511
0,75,1,0.76,12511
0,15,0,0.76,12511
0,25,0,0.76,12511
0,35,0,0.76,12511
0,5,0,0.76,12511
0,55,0,0.76,12511
0,75,0,0.76,12511
10.96,25,0,0.8,12524
8.82,55,0,0.8,12524
8.66,35,0,0.8,12524
8.03,75,1,0.8,12524
7.67,25,1,0.8,12524
7.64,55,1,0.8,12524
3.5,35,1,0.8,12524
0,15,1,0.8,12524
0,5,1,0.8,12524
0,15,0,0.8,12524
0,5,0,0.8,12524
0,75,0,0.8,12524
83.3,55,0,0.827,12584
82.95,35,0,0.827,12584
67.61,75,0,0.827,12584
55.55,25,0,0.827,12584
40.82,15,0,0.827,12584
23.35,75,1,0.827,12584
15.27,35,1,0.827,12584
13.14,55,1,0.827,12584
6.39,15,1,0.827,12584
5.59,25,1,0.827,12584
0.65,5,1,0.827,12584
0.62,5,0,0.827,12584
0,15,1,0.764,12649
0,25,1,0.764,12649
0,35,1,0.764,12649
0,5,1,0.764,12649
0,55,1,0.764,12649
0,75,1,0.764,12649
0,15,0,0.764,12649
0,25,0,0.764,12649
0,35,0,0.764,12649
0,5,0,0.764,12649
0,55,0,0.764,12649
0,75,0,0.764,12649
6.54,75,0,0.756,12671
4.11,35,0,0.756,12671
3.97,55,0,0.756,12671
3.5,25,0,0.756,12671
2.86,15,0,0.756,12671
1.74,75,1,0.756,12671
1.53,15,1,0.756,12671
1.24,25,1,0.756,12671
1.18,35,1,0.756,12671
1.12,55,1,0.756,12671
0.37,5,0,0.756,12671
0.24,5,1,0.756,12671
81.49,75,0,0.825,12686
41.74,55,0,0.825,12686
32.27,75,1,0.825,12686
27.08,35,0,0.825,12686
16.31,25,0,0.825,12686
14.33,55,1,0.825,12686
10.24,15,0,0.825,12686
9.17,35,1,0.825,12686
8.05,25,1,0.825,12686
7.03,15,1,0.825,12686
0.56,5,0,0.825,12686
0.32,5,1,0.825,12686
39.33,15,0,0.818,12868
35.2,25,0,0.818,12868
26.31,55,0,0.818,12868
25,75,0,0.818,12868
22.93,35,0,0.818,12868
8.07,55,1,0.818,12868
7.86,35,1,0.818,12868
5.93,15,1,0.818,12868
5.9,75,1,0.818,12868
5.17,25,1,0.818,12868
1.5,5,0,0.818,12868
0.39,5,1,0.818,12868
87.16,75,0,0.78,12882
41.26,55,0,0.78,12882
32.49,25,0,0.78,12882
26.28,15,0,0.78,12882
24.86,35,0,0.78,12882
13.61,55,1,0.78,12882
9.31,75,1,0.78,12882
8.89,35,1,0.78,12882
7.65,25,1,0.78,12882
4.34,15,1,0.78,12882
1.2,5,1,0.78,12882
0.38,5,0,0.78,12882
55.45,75,0,0.769,12887
18.16,55,0,0.769,12887
10.32,75,1,0.769,12887
8.91,35,0,0.769,12887
7,25,0,0.769,12887
5.87,55,1,0.769,12887
4.24,15,0,0.769,12887
2.39,35,1,0.769,12887
1.73,25,1,0.769,12887
1.53,15,1,0.769,12887
0.17,5,1,0.769,12887
0,5,0,0.769,12887
0,15,1,0.765,12887
0,25,1,0.765,12887
0,35,1,0.765,12887
0,5,1,0.765,12887
0,55,1,0.765,12887
0,75,1,0.765,12887
0,15,0,0.765,12887
0,25,0,0.765,12887
0,35,0,0.765,12887
0,5,0,0.765,12887
0,55,0,0.765,12887
0,75,0,0.765,12887
34.76,75,0,0.786,12892
16.38,55,0,0.786,12892
8.47,75,1,0.786,12892
7.97,35,0,0.786,12892
5.93,25,0,0.786,12892
5.28,55,1,0.786,12892
3.71,15,0,0.786,12892
2.16,35,1,0.786,12892
1.44,25,1,0.786,12892
0.79,15,1,0.786,12892
